customer_id,customer_name,age,account_type,account_balance,years_with_bank,state,credit_score,monthly_banking_revenue
CUST-523840,Ruben Patterson,39,Business,358582.88,4,MO,518,163.68
CUST-550428,Maria Johnson DDS,53,Savings,48407.84,10,FL,700,11.74
CUST-752361,Kristin Lloyd,42,Savings,3481.75,2,ME,782,74.19
CUST-640258,Caleb Sosa,24,Savings,30377.29,3,WY,632,64.62
CUST-506893,David Baker,32,Business,234817.7,2,LA,657,162.87
CUST-730300,Darrell Khan,46,Student,3154.18,15,TN,714,2.1
CUST-845728,Lee Smith,39,Student,1361.87,14,OH,609,12.4
CUST-779143,Mindy Russell,70,Business,506817.82,22,ID,850,468.22
CUST-435294,Robert Garcia,47,Savings,23025.36,22,AZ,619,18.37
CUST-235567,Jason Martin,67,Business,322022.17,8,SD,564,254.07
CUST-798468,Tina Heath,39,Student,1081.9,19,OH,624,2.94
CUST-40397,Sharon Cohen,27,Checking,30324.32,2,MO,657,65.94
CUST-146144,Scott Fletcher,32,Savings,5402.13,3,MS,681,10.74
CUST-381164,Kenneth James,45,Business,358530.22,26,FL,630,74.96
CUST-247697,Debbie Pierce,39,Business,322246.74,15,TN,661,406.06
CUST-936322,Joshua Neal,57,Student,5218.47,36,CA,668,6.75
CUST-415788,Michael Mullins,57,Business,652096.57,16,ME,726,231.29
CUST-152516,Jeremy Smith,53,Student,5477.28,31,MA,791,1.32
CUST-776637,Michael Turner,28,Business,122492.94,7,FL,642,294.92
CUST-217718,Dustin Rodriguez,71,Business,218169.28,31,NJ,659,207.26
CUST-489786,Jamie Abbott,18,Business,286878.97,0,UT,663,305.62
CUST-93678,Lindsay Lopez,47,Business,49716.92,4,MI,470,280.51
CUST-233326,William Silva,65,Student,5197.55,9,MO,622,8.68
CUST-189346,Alexandra Stark,49,Checking,5717.14,24,MT,661,18.03
CUST-997485,Karen Cruz,25,Business,258668.94,1,ID,594,150.43
CUST-41793,Brandy Garcia,30,Premium,491980.3,5,PA,766,77.2
CUST-356175,Kathryn Smith,42,Savings,38010.33,20,RI,638,68.98
CUST-583233,James Alvarez,30,Savings,45575.09,0,SC,775,31.96
CUST-35539,Evelyn Jones,66,Savings,26007.1,34,WI,774,18.78
CUST-120048,Sarah Nichols,52,Student,281.61,19,OK,703,3.33
CUST-975112,Lindsey Nelson,26,Business,181439.74,5,AL,660,103.27
CUST-657131,Jennifer Kline,34,Business,40658.57,3,OR,533,156.91
CUST-878313,Scott Burke,60,Premium,786291.45,17,MD,624,166.34
CUST-254882,Carl Galloway,62,Checking,44597.07,15,ME,750,64.85
CUST-91784,Holly Brown,53,Student,2987.58,13,WY,729,2.04
CUST-366794,Darren Miller,35,Business,103291.61,3,TX,828,300.89
CUST-576570,James Melton,45,Student,1025.16,4,IN,704,11.74
CUST-515144,Charlene Rodriguez,35,Savings,38868.19,13,CA,605,32.55
CUST-535430,George Johnson,52,Savings,50117.6,2,AR,697,35.44
CUST-260442,Kelli Martinez,33,Business,162491.88,12,TX,564,224.77
CUST-100596,Latasha Trujillo,25,Business,437072.25,2,MD,775,469.18
CUST-609205,Lori Lopez MD,35,Premium,578359.93,9,IL,652,94.42
CUST-613757,Shawn Scott,66,Checking,21615.9,34,UT,590,20.71
CUST-898587,Mitchell Ross,34,Checking,8084.8,6,TX,618,23.81
CUST-971332,Angelica Reed,69,Savings,19150.06,15,KS,839,28.57
CUST-660130,Carl Williams,56,Business,10180.51,23,CT,742,373.17
CUST-619643,James Leonard PhD,36,Student,1344.17,0,KY,835,3.98
CUST-405437,Cole Hurley,49,Checking,14336.35,15,ID,748,60.59
CUST-176178,Spencer Barker,43,Premium,1177476.96,24,NM,658,146.8
CUST-124594,Christopher Jones,69,Business,154342.03,35,PA,723,461.86
CUST-119923,Carolyn Bell,66,Savings,393.26,30,NC,700,32.82
CUST-771731,Gregory Hunt,32,Savings,44681.93,9,MN,633,43.19
CUST-58147,Amanda Gutierrez,46,Savings,55267.36,28,MT,629,50.31
CUST-847055,Teresa Smith,28,Business,46396.26,2,ID,776,92.45
CUST-518442,Christina Walker,36,Checking,5929.46,17,GA,691,27.67
CUST-543444,Jessica Gonzalez,49,Business,13366.05,22,SC,632,425.66
CUST-278016,Anthony Macdonald,66,Business,215022.36,32,NM,590,242.28
CUST-375367,Paul Jordan,48,Savings,46223.99,14,CO,699,35.04
CUST-596337,Lauren Stewart,44,Business,448018.31,17,VT,576,189.08
CUST-26985,Cody Dyer PhD,58,Savings,30966.29,40,WI,739,29.37
CUST-778715,Lindsay Lyons,34,Business,4007.45,8,MD,736,105.59
CUST-742811,Kenneth Mcgee,50,Checking,40525.3,23,MI,577,14.41
CUST-564207,Rhonda Jones,32,Premium,174575.24,3,AR,771,65.83
CUST-928593,Andrea Kim,49,Student,2708.37,11,AR,634,6.04
CUST-958580,William Castillo,32,Savings,20393.34,14,NJ,638,64.96
CUST-189866,Misty Reyes,38,Business,134176.35,12,IA,612,393.82
CUST-96837,Michael White,18,Savings,5543.9,0,IN,771,54.35
CUST-521712,Charles Carter,59,Student,1062.6,15,VT,578,6.84
CUST-39697,Jennifer Davis,47,Checking,27062.41,21,NE,607,7.9
CUST-560464,Joshua Flowers,41,Checking,16656.41,9,NJ,652,16.5
CUST-19600,Tracey Lane,38,Business,545267.83,0,CT,840,164.29
CUST-318596,Mandy Hood,38,Checking,44583.18,15,IN,615,43.03
CUST-249325,Sandra Scott,33,Premium,706546.37,10,IL,763,181.33
CUST-69718,Rebecca Wright,20,Checking,15101.07,1,IL,618,49.24
CUST-94780,Michelle Black,66,Checking,5602.25,19,CO,699,41.47
CUST-175644,John Hall,47,Checking,29458.19,26,TN,850,50.88
CUST-241551,Brenda Weaver,48,Business,111501.29,14,TN,623,77.66
CUST-494796,Kendra Spears,40,Premium,1064431.92,1,OK,589,164.92
CUST-76384,Tommy Goodman,63,Savings,4931.64,28,PA,725,52.53
CUST-317350,David Harrison,61,Checking,16174.76,24,NJ,777,23.6
CUST-418505,Alison Matthews,38,Student,1786.31,2,GA,604,8.68
CUST-14731,Karen Craig,44,Premium,1189477.09,23,MN,610,111.87
CUST-481189,Diane Robbins,47,Checking,31781.01,6,VA,770,74.33
CUST-918783,Andrew Henson,42,Savings,50345.27,21,MD,691,25.11
CUST-555612,Brittany Sanchez,43,Savings,58697.75,19,MA,744,22.55
CUST-805687,Victoria Lopez,34,Premium,187348.87,13,UT,504,159.53
CUST-548898,Eric Jones,52,Business,599038.71,23,MA,759,405.8
CUST-128491,Julia Wong,51,Premium,126383.95,0,AZ,628,180.28
CUST-262422,Maria Stokes,27,Student,1489.56,4,GA,719,3.53
CUST-127346,Heather Campbell,47,Checking,60227.17,10,ME,669,29.81
CUST-178726,Christine Scott,72,Savings,22995.74,7,NM,604,5.74
CUST-183717,Justin Hunter,71,Student,7056.28,16,AR,682,2.87
CUST-380177,Suzanne Smith,18,Savings,29207.0,0,WA,665,59.66
CUST-550486,Madeline Garcia,59,Business,104613.15,20,CA,650,136.68
CUST-100668,Stephanie Beck MD,22,Checking,7967.83,1,ME,666,74.9
CUST-340895,Gerald Conley,32,Savings,16563.06,4,OR,719,9.96
CUST-824191,Nicole Hamilton,56,Checking,7427.01,28,SD,595,45.74
CUST-706972,Melissa Hansen,34,Savings,35504.44,7,SC,740,55.01
CUST-470355,Samantha Morgan,32,Student,3868.02,2,MS,593,5.56
CUST-523678,Valerie Rivera,27,Student,2036.72,1,PA,708,1.46
CUST-991922,Victoria Wilson,49,Savings,49154.71,1,OK,625,34.33
CUST-471802,Kimberly Richardson,45,Premium,891698.0,3,NJ,802,34.87
CUST-135664,Joseph Morton,30,Premium,553077.03,2,TX,523,39.53
CUST-751235,Ryan Alvarado,51,Checking,49036.41,27,MT,671,58.46
CUST-124127,Brittany Villegas,34,Checking,26329.44,3,FL,732,52.03
CUST-545482,Rachel Scott,57,Savings,13422.09,12,NC,503,10.59
CUST-298803,Randy Harris,35,Student,2053.56,16,MT,850,10.14
CUST-439380,Ann Novak,53,Savings,29830.74,9,UT,734,30.68
CUST-926823,Haley Leonard,62,Student,5687.32,8,MA,681,6.11
CUST-407191,Brian Mendez,56,Checking,50767.2,25,AK,737,19.79
CUST-517468,Devin Ramirez,53,Checking,48303.86,32,MT,654,63.43
CUST-121626,Jamie Decker,47,Student,1906.48,15,MS,632,6.53
CUST-914749,Paul James,45,Business,115798.46,10,IN,586,366.22
CUST-446451,Robert Jensen,33,Student,5295.53,8,MI,657,3.23
CUST-120165,Devon Holmes,30,Premium,597913.98,0,KS,639,72.69
CUST-909037,Mrs. Erica Adams MD,42,Premium,114862.85,9,OH,712,194.7
CUST-960753,Barbara Robinson,59,Student,384.72,0,WA,642,7.28
CUST-401315,Tricia Owen,65,Student,553.94,11,NH,755,12.66
CUST-865096,Dr. Melissa Johnson DDS,52,Checking,53139.5,16,WV,692,10.34
CUST-369832,Joseph Elliott,49,Student,4475.17,9,NE,774,13.77
CUST-213680,Donald Clark,63,Checking,10826.97,16,CA,786,8.98
CUST-699271,Stephanie Bryan,45,Student,5451.0,1,WY,724,6.23
CUST-378865,Vanessa Wilson,65,Student,5249.53,20,KS,630,4.53
CUST-200039,Steven Fitzpatrick,40,Student,5439.08,9,CO,681,0.89
CUST-778899,Susan Gonzalez,58,Business,347607.34,19,NC,753,100.37
CUST-256585,Jason Robinson,41,Student,2937.37,18,IA,559,6.87
CUST-373259,Luis Arnold,48,Checking,29056.6,10,HI,606,51.22
CUST-830526,Timothy Burnett,22,Savings,17465.07,4,CO,578,14.79
CUST-496571,Mr. Anthony Hall,49,Savings,37335.43,11,MT,788,7.65
CUST-589978,Savannah Shaw DDS,45,Business,356992.71,19,MI,696,483.85
CUST-286252,Ryan Mclaughlin,62,Student,5051.51,15,NH,556,12.12
CUST-759542,Emily Campbell,52,Business,221267.04,30,MS,679,135.73
CUST-372497,Daniel George,53,Student,4947.72,24,VT,641,13.66
CUST-170213,Alicia Harris,32,Checking,13647.85,14,CT,691,70.1
CUST-279279,Dr. James Figueroa,69,Business,643327.53,31,WA,748,499.17
CUST-727432,Ryan Smith,37,Savings,54548.67,7,MD,572,14.63
CUST-412150,Linda Luna,19,Student,2301.31,0,MI,785,1.8
CUST-156755,Christopher Lopez,30,Student,2862.36,6,FL,653,0.73
CUST-610136,Sean Rush,64,Business,69969.87,2,MN,550,482.01
CUST-31558,Matthew Houston,67,Premium,138972.49,2,MA,659,147.03
CUST-513123,Matthew Bradley,27,Savings,47350.0,8,SD,660,19.54
CUST-762237,Alan Martin,34,Student,1690.34,6,MD,715,5.65
CUST-728509,Hector Patterson,35,Business,398989.79,12,KS,527,232.47
CUST-678174,Stephen Martin,41,Premium,152589.2,22,RI,571,57.34
CUST-212802,Mary Russell,48,Checking,47341.56,10,RI,585,35.93
CUST-49989,Roberto Jones,37,Savings,892.18,0,NV,694,43.81
CUST-113280,Dana Clayton,41,Student,997.27,14,RI,700,3.77
CUST-763684,Nicole Braun,55,Premium,758025.1,7,IN,587,149.14
CUST-452132,Vanessa Vaughn,44,Business,104980.07,21,CO,413,253.61
CUST-621416,Joshua Casey,48,Savings,14738.04,2,MD,655,38.1
CUST-378800,Angela Fuentes,30,Premium,757423.95,9,IL,705,172.82
CUST-48669,Johnny Freeman,62,Savings,31485.33,11,PA,641,40.19
CUST-371386,Robert Hunt,30,Premium,432066.21,1,TN,693,174.01
CUST-554606,Joe Carter,24,Checking,37923.23,1,MI,627,9.72
CUST-406657,Christopher Fox,63,Business,621724.63,37,AZ,684,499.68
CUST-371855,Thomas Walker,18,Student,511.36,0,NH,536,1.25
CUST-241342,Roger Beasley,47,Business,251176.06,20,LA,748,361.25
CUST-5131,Sherri Walker,20,Student,2298.01,1,CO,715,13.03
CUST-153939,Monica Davis,64,Student,582.14,26,AR,831,0.58
CUST-661273,Brandi Wu,49,Premium,1091544.81,20,CO,720,113.68
CUST-123519,Carrie Nichols,18,Premium,598139.48,0,TN,847,156.8
CUST-72768,Robert Morris,36,Business,539474.81,14,MI,605,345.71
CUST-21261,Brady Smith,41,Savings,42761.52,16,NV,800,49.95
CUST-944117,Anita Stevens,78,Premium,669192.3,10,ID,690,132.28
CUST-909387,Jennifer Williams,59,Business,200703.57,26,CA,683,64.63
CUST-348993,David Orr,29,Premium,503257.87,1,NV,798,55.63
CUST-36915,Judy Yang,35,Savings,272.02,4,CA,802,46.1
CUST-742193,Jennifer Robertson,64,Student,4155.46,2,MI,729,14.95
CUST-353108,Christina Moody,72,Student,3636.23,24,GA,850,5.43
CUST-404223,Sandra Nguyen,42,Student,2400.82,12,WV,615,1.6
CUST-163145,Deanna Franco,18,Student,918.36,0,NC,850,6.62
CUST-907506,Christine Robinson,38,Premium,553193.58,10,KY,770,162.26
CUST-10339,Nicholas Nelson,33,Checking,37807.76,4,NJ,803,12.81
CUST-103908,Jared Keith,34,Savings,47869.08,0,NY,584,51.82
CUST-247011,Matthew Diaz,41,Student,4214.17,22,MN,637,5.37
CUST-781057,Amber Martinez,53,Business,562538.07,15,NC,675,55.18
CUST-131851,Rhonda Lara,54,Checking,12109.84,0,WV,656,57.85
CUST-621778,Paul Rodriguez,35,Premium,112303.74,1,SD,633,31.63
CUST-142666,Brandi Freeman,75,Student,2477.39,3,UT,698,4.74
CUST-757587,Kimberly Gross,18,Student,2918.43,0,IA,638,6.26
CUST-306236,James Butler,46,Premium,435169.07,25,NH,827,57.97
CUST-437889,Joanne Snyder,60,Savings,19321.18,6,AK,606,36.51
CUST-662361,Michael Bowman,81,Checking,10617.16,32,NE,677,64.18
CUST-497898,Timothy Padilla,63,Savings,955.96,37,IN,587,5.23
CUST-85012,James Allen,18,Business,118672.93,0,NC,567,171.28
CUST-336770,Dennis Yang,18,Savings,6510.96,0,TN,848,15.24
CUST-132142,Joseph Fletcher,48,Student,2886.12,22,WY,606,12.65
CUST-800015,Jasmine Brown,51,Savings,7314.8,2,AR,695,38.14
CUST-510613,Terry Parsons,54,Student,1766.08,14,LA,776,10.87
CUST-1524,Suzanne Davis,40,Business,97670.41,10,HI,609,159.07
CUST-161620,Lawrence Brooks,57,Checking,51113.99,34,MN,744,17.44
CUST-102922,Edward Stephens,46,Business,137725.95,3,WV,850,139.02
CUST-910506,Roger Phillips,38,Business,446601.46,11,AZ,608,245.86
CUST-60500,Jordan Jacobs,51,Premium,1156864.74,1,OH,626,156.0
CUST-421122,Adam Wright,52,Business,513319.62,6,WI,613,345.23
CUST-590537,Michael Harper,38,Savings,39623.38,18,CA,831,18.87
CUST-329145,Natasha Stein,38,Student,3083.73,13,NH,616,11.17
CUST-864557,Joel Richardson,62,Premium,361081.61,11,AR,595,126.47
CUST-958435,Andrea Sanchez,34,Premium,865475.02,12,NV,726,76.27
CUST-18115,Bradley Wolfe,59,Premium,492538.73,3,TN,777,101.78
CUST-139988,Alexander Carter,33,Premium,923862.41,7,WI,727,70.6
CUST-659460,Alexander Jordan,38,Savings,8883.71,5,LA,631,64.42
CUST-622409,Debra Johnson,63,Premium,711196.43,14,MO,636,25.21
CUST-154970,Judy Waters,49,Student,2580.92,19,TX,692,6.09
CUST-44173,Courtney Thompson,28,Checking,761.09,4,VT,757,28.85
CUST-25632,Brenda Hanna,53,Business,484078.49,5,MT,521,286.78
CUST-705917,Martha Ford,49,Student,3935.21,9,NC,618,5.16
CUST-762796,Christine Rodriguez,61,Student,679.73,21,WI,564,11.12
CUST-749984,Jeremy Clark,39,Premium,781296.65,4,MO,708,57.3
CUST-752363,Courtney Snyder,45,Business,354797.49,3,GA,741,355.79
CUST-668475,Nicolas Mason,22,Student,4389.68,3,ND,812,8.96
CUST-489005,Jonathan Browning,52,Student,5071.64,11,WV,788,3.9
CUST-621091,Patrick Booth,58,Checking,11355.43,40,FL,679,19.68
CUST-381152,Carla Ferguson,25,Checking,43696.63,7,WY,634,51.83
CUST-910427,Fernando Reid,68,Checking,32447.36,11,KY,790,19.02
CUST-648411,Barbara Nelson,35,Business,83461.07,5,IA,454,199.12
CUST-305673,Timothy Roberts,41,Student,3759.44,5,FL,656,8.12
CUST-574203,Steve Young DVM,41,Student,3120.78,21,MA,722,4.32
CUST-537566,Peter Cross,58,Savings,31645.94,34,KS,759,72.94
CUST-446889,Marie Hebert,51,Savings,55113.75,6,AR,535,40.39
CUST-312906,Christian Francis,39,Savings,50889.64,8,IN,850,56.9
CUST-928659,Laura Byrd,50,Student,1205.26,20,MO,709,8.77
CUST-607116,Richard Rivera,50,Student,4610.67,20,VT,713,7.88
CUST-509377,Amber Nguyen,18,Checking,6975.51,0,IA,660,61.96
CUST-372747,Kendra Smith,44,Savings,41273.83,24,NY,782,64.84
CUST-448819,Gerald Roberts,45,Checking,41994.17,12,SD,548,19.87
CUST-284740,Mark Prince,51,Savings,30680.93,10,NJ,615,22.23
CUST-692401,Tracy Morrison,26,Student,3756.92,4,WV,613,1.22
CUST-360692,Angel Delacruz,53,Student,2572.23,11,ND,780,4.47
CUST-266586,Nicholas Tanner,52,Premium,874664.02,6,IA,730,165.4
CUST-637801,Theresa Sanders,52,Checking,3022.69,15,OH,688,41.22
CUST-246849,Amy Davis,55,Student,2188.49,26,NH,486,9.01
CUST-551389,Eric Johnson,46,Business,269421.16,24,RI,596,476.07
CUST-480019,Dennis Henry,62,Checking,26344.43,2,AK,668,72.08
CUST-55456,Donald Mcclure,45,Savings,24950.84,27,AZ,559,32.97
CUST-618113,David Harris,60,Checking,48425.07,36,NJ,730,37.41
CUST-603803,Joshua Evans,53,Savings,26082.94,22,KY,614,23.89
CUST-162103,Barbara Adams,33,Student,3490.44,8,SD,697,6.73
CUST-312561,Kelly Burton,34,Student,2762.5,11,AR,714,7.82
CUST-874332,Lynn Price,18,Savings,45537.28,0,VA,640,8.27
CUST-413787,Terry Walters,71,Premium,958139.72,23,MT,715,70.48
CUST-223301,Jay Camacho,47,Business,7440.74,28,KY,838,309.67
CUST-956102,Emily Martinez,18,Student,3825.49,0,WI,614,14.58
CUST-394215,Jacqueline Morris,38,Premium,430760.13,3,WY,748,97.49
CUST-471465,Sarah Andrews,58,Checking,39296.38,3,VA,610,73.26
CUST-273621,Mark Lee,59,Business,422990.2,20,TN,647,137.66
CUST-195214,Cheryl Burke,63,Savings,40390.47,34,AR,597,29.82
CUST-657354,Christine Wolfe DDS,43,Premium,545128.89,25,KY,640,90.76
CUST-753326,Caleb Fleming,60,Student,236.76,7,NY,638,3.12
CUST-42668,John Lee,44,Student,5782.21,13,MO,720,10.91
CUST-762055,Suzanne Johnson,53,Student,182.66,4,NJ,750,5.13
CUST-35245,Natalie Patton,48,Student,5876.96,13,KY,646,8.18
CUST-586185,Samantha Davis,39,Premium,142375.51,2,WI,682,73.29
CUST-599120,Kristen Bradshaw,48,Savings,29129.83,7,WY,668,34.07
CUST-961591,Timothy Atkins,45,Student,4249.83,22,NH,558,1.3
CUST-987179,Matthew Evans,55,Savings,18126.63,8,NE,694,48.07
CUST-209642,Teresa Hamilton,60,Savings,40455.6,15,CO,680,44.02
CUST-34056,Cindy Roach,18,Checking,15074.7,0,KS,651,6.28
CUST-69234,Katherine Kramer,42,Student,3033.45,2,MO,739,4.34
CUST-782375,Ryan Adams,18,Business,112003.2,0,AZ,683,163.23
CUST-377418,Zachary Hall,52,Premium,83879.93,17,DE,627,41.64
CUST-394896,Kellie Boyd,46,Savings,34015.4,21,WI,629,8.21
CUST-501695,Kaylee Campbell,34,Student,3241.02,12,NE,647,4.03
CUST-621324,Daniel Freeman,34,Checking,43975.28,9,ID,734,51.24
CUST-385372,Alexandria Fuentes,33,Student,2068.7,9,VA,607,7.27
CUST-352586,Mary Wood,71,Student,7251.34,1,KS,756,14.68
CUST-294986,Brittany Smith,18,Savings,40967.94,0,OK,618,55.11
CUST-214403,Danny Martin,48,Checking,16173.49,3,MI,705,55.09
CUST-117075,Lisa Gray,22,Premium,574351.67,0,MD,772,83.21
CUST-561959,Shannon Brown,57,Premium,757769.32,19,TN,718,83.68
CUST-115859,Jordan Morris MD,65,Premium,752735.44,37,PA,716,75.64
CUST-371111,Brandon Stephens,51,Savings,16823.45,17,UT,804,43.88
CUST-865542,Stephanie Charles,61,Student,4755.13,8,PA,612,1.94
CUST-969963,Seth Turner,54,Savings,17091.38,30,NE,626,32.98
CUST-404953,Brenda Torres,52,Premium,410239.05,28,AZ,718,146.59
CUST-431907,Philip Smith III,24,Savings,9200.98,5,DE,670,44.91
CUST-804614,Angie Mason,48,Premium,988646.59,1,SC,645,107.18
CUST-55950,Cassandra Camacho,49,Student,4416.95,22,MT,744,4.71
CUST-936940,Brian Ho,44,Premium,235737.51,3,ND,697,55.12
CUST-688261,Deanna Ashley,65,Checking,65123.64,6,WA,717,63.38
CUST-551627,Terry Adams,48,Checking,19484.98,3,WY,603,42.13
CUST-389945,Gerald Lewis,55,Savings,2792.32,25,NE,706,42.99
CUST-464675,Kevin Jones MD,64,Business,453943.1,23,SD,683,252.45
CUST-242111,William Ortiz,18,Checking,12275.92,0,SC,543,68.68
CUST-403598,Daniel Gonzalez,56,Premium,435462.89,4,CA,634,198.45
CUST-269845,Eric Tran,51,Savings,44415.28,9,VA,689,17.02
CUST-77787,Allison Guerra,42,Student,3558.14,1,AR,672,7.43
CUST-789507,Alexander King,32,Savings,51532.07,2,CA,678,57.56
CUST-23261,Andrea Anderson,36,Student,4283.43,15,TN,650,11.72
CUST-484638,Alfred Ali,40,Checking,12209.12,19,KS,661,36.71
CUST-923060,Michael Wood,58,Savings,27304.06,32,SD,669,35.78
CUST-795720,John Evans,60,Business,519288.36,11,NH,803,381.35
CUST-101860,Jonathan Mason,57,Checking,33338.81,11,WI,722,6.4
CUST-183132,William Thompson,49,Premium,336542.16,21,FL,749,51.98
CUST-827670,Dr. Zachary Hernandez,46,Business,557528.88,5,ID,758,262.03
CUST-744279,Amy Harmon,54,Business,586386.46,34,DE,651,171.77
CUST-301194,Mrs. Misty Sweeney,58,Savings,61539.9,14,MT,687,59.31
CUST-704113,Jeffrey Rodriguez,43,Checking,53725.7,23,IL,641,30.1
CUST-73498,Kelly Phillips,47,Student,3985.9,29,DE,759,3.92
CUST-616751,Kathy Curry,58,Premium,673810.03,21,WI,708,180.71
CUST-594200,Angela Hernandez,53,Savings,17679.8,22,NV,781,8.59
CUST-915446,Joseph Cain,42,Premium,177544.56,23,CO,590,167.9
CUST-473349,Elizabeth Torres,64,Student,1883.8,27,MS,637,1.65
CUST-676676,Hailey Garza,34,Savings,48996.3,15,ND,536,20.79
CUST-250872,Christine Mcclain,53,Business,102087.24,3,KY,550,359.9
CUST-632743,Karen Walker,33,Checking,19009.35,4,MN,727,21.6
CUST-965834,Michele Randall,55,Business,526037.6,37,OH,627,454.3
CUST-954642,Heather Moore,42,Student,2762.92,16,CT,610,9.3
CUST-62388,Jeremy Ortega,36,Student,660.09,8,WV,701,1.43
CUST-291180,Eric Mckenzie,37,Checking,17933.41,8,MT,660,35.33
CUST-921669,Matthew Reyes,23,Checking,2217.45,2,VA,770,17.9
CUST-504316,Jeffrey Morgan,52,Student,5667.66,6,TN,743,6.3
CUST-127121,Bradley Jones,64,Business,188371.99,6,ME,613,181.13
CUST-815526,Ryan Ball,39,Student,880.4,4,NM,528,2.3
CUST-905834,Anna Ware,85,Business,202836.95,23,AZ,668,377.9
CUST-613297,Joshua Jones,60,Student,1672.71,36,ND,580,14.46
CUST-204900,William Hoffman,59,Premium,187629.68,9,DE,828,74.03
CUST-431780,Jordan Tran,44,Business,510953.16,8,OR,599,81.02
CUST-181476,David Watson,42,Student,525.39,5,CA,501,10.72
CUST-74976,Kevin Page,44,Student,5696.27,21,CO,745,4.99
CUST-181043,Dennis Fleming,44,Business,504173.06,7,AK,657,69.08
CUST-300071,Alec Miller,52,Checking,51692.77,2,TN,728,19.86
CUST-421662,Ashley Cardenas,20,Student,3668.09,2,IA,687,7.32
CUST-859885,Peter Lewis,81,Premium,1529345.19,6,NY,573,90.29
CUST-166039,Anthony Castillo,43,Student,2040.57,25,MT,835,10.34
CUST-59401,Ebony Ramirez,61,Premium,1176056.34,9,UT,638,152.74
CUST-994725,Hunter Dodson,48,Business,41914.26,19,MA,679,377.37
CUST-743007,Donald Guerra,33,Business,500491.37,14,AZ,674,491.66
CUST-392271,Barbara Mays,40,Student,248.78,8,SC,689,6.1
CUST-796582,Nina Lee,33,Business,498021.9,3,NM,577,485.15
CUST-70446,Michael Baker,44,Student,2639.43,7,MD,817,5.93
CUST-532438,Jacob Schmidt,46,Savings,44174.35,16,AL,653,62.08
CUST-874878,Justin Fisher,56,Savings,65154.17,26,GA,667,37.53
CUST-976951,Stephanie Gomez,73,Savings,3092.32,3,CT,679,37.74
CUST-666881,Anna Gonzales,55,Premium,496959.63,16,AL,619,139.9
CUST-821177,Danielle Jones,52,Business,62221.19,0,UT,702,178.62
CUST-227202,Steven Castillo,44,Student,982.86,25,HI,639,14.14
CUST-97564,John Randall,35,Savings,1015.8,0,NJ,702,52.97
CUST-922685,Robyn Martinez,54,Student,5094.19,31,OR,669,4.23
CUST-833657,Diane Gonzalez,49,Student,4745.44,3,OH,676,9.86
CUST-103609,Michelle Stewart,46,Business,152321.36,27,ID,663,266.03
CUST-403107,Dylan Wilcox,45,Student,2783.77,1,AK,850,4.26
CUST-573819,Rachael Adams,49,Checking,10799.98,19,NE,731,45.68
CUST-10990,Frederick Walker,51,Student,3459.95,33,PA,658,6.93
CUST-771434,Alexis Alvarado,64,Savings,47402.82,34,DE,656,20.61
CUST-286481,Alicia Bird,60,Savings,8053.43,35,SC,653,70.41
CUST-488842,Jennifer Rodriguez,30,Checking,1484.08,4,LA,709,74.53
CUST-643101,Shannon Gilbert,28,Premium,567853.21,6,MA,722,52.95
CUST-619746,Leslie Murphy,27,Student,293.78,4,RI,654,11.4
CUST-604142,Courtney Garcia,23,Student,4736.43,0,UT,850,3.17
CUST-927491,Dr. Matthew Mills MD,20,Student,4149.34,0,IN,680,7.27
CUST-80210,Terry Benson,62,Business,83581.93,5,MI,762,296.88
CUST-975775,Jennifer Tucker,57,Business,521418.52,31,MA,654,316.21
CUST-444183,Jessica Williams,65,Checking,69658.32,10,CO,753,25.67
CUST-603235,Jessica Vasquez,48,Business,415713.78,29,OK,699,327.14
CUST-870481,Erin Simon,40,Premium,1143496.69,6,PA,607,140.15
CUST-577152,Dakota Hawkins,63,Student,762.23,11,MD,784,11.58
CUST-976611,Brianna Black,31,Checking,8921.58,9,LA,667,62.87
CUST-490846,Rhonda Jones,42,Premium,836433.27,0,WA,677,189.66
CUST-903141,Thomas Mahoney,45,Business,162121.44,8,SD,755,157.88
CUST-87438,Teresa Ross,33,Premium,457956.59,3,AZ,612,104.25
CUST-823287,Gina Garcia,63,Savings,7025.69,32,NY,642,32.43
CUST-579977,Angela Gregory,26,Premium,871715.24,0,WI,641,50.71
CUST-806077,Victoria Nichols,40,Student,4232.74,22,MT,804,2.66
CUST-209407,William Hansen,58,Checking,55280.23,29,NV,771,17.71
CUST-335945,David Woodard,57,Savings,29723.93,9,FL,755,44.7
CUST-906366,James Hopkins,34,Premium,141422.7,12,KS,664,119.26
CUST-729627,Laura Roberts,30,Student,1119.45,3,ID,663,1.52
CUST-147424,William Beltran,55,Checking,36613.26,2,WA,690,7.93
CUST-797713,Tracey Parks,64,Premium,154955.56,35,TX,588,143.16
CUST-587393,Matthew Lambert,52,Business,378235.4,24,UT,580,294.03
CUST-616364,Julia Sheppard,46,Savings,3634.83,12,CT,739,13.91
CUST-852668,Madison Fuentes,41,Student,710.54,13,MA,724,1.51
CUST-486519,Brian Payne,30,Business,82091.89,6,GA,546,273.18
CUST-306475,Mario Jackson,53,Business,427411.17,21,CO,819,296.68
CUST-284065,Teresa Thompson,30,Student,251.36,12,VT,777,14.68
CUST-544391,Rhonda Herrera,45,Checking,46553.34,10,AR,573,41.19
