account_holder_id,account_holder_name,address,relationship_tier,banking_product_id,product_name,product_category,transaction_date,transaction_amount,transaction_type,transaction_id,account_number
AH113,Deborah Moore Jr,"8005  Adams  Dr,  Las  Vegas  NV",Standard,PROD009,Investment Account,Investments,2024-02-29 14:19:00,14139.59,Deposit,TXN000163,INV720407
AH039,William Thompson,"4102 Broad Ln, Phoenix AZ",Preferred,PROD016,Safe Deposit Box,Services,2024-02-10 18:27:00,24321.11,Deposit,TXN000164,SVC774565
AH143,William Torres,"1224 Third Dr, Columbus OH",Standard,PROD014,Wire Transfer,Services,2024-01-25 16:20:00,-23.43,Fee,TXN000165,SVC494747
AH042,Deborah Perez,"4425 Franklin Way, Columbus OH",Preferred,PROD008,Auto Loan,Loans,2024-02-18 16:30:00,-2578.15,Payment,TXN000166,AUTO415344
AH032,Matthew Robinson,"7030 Third Way, Denver CO",Preferred,PROD002,High-Yield Savings,Savings,2024-02-21 15:58:00,9681.08,Deposit,TXN000167,SAV684357
AH115,John Jackson,"4991 Fifth Way, Tulsa OK",Basic,PROD009,Investment Account,Investments,2024-01-09 14:15:00,8591.44,Deposit,TXN000168,INV182911
AH097,Melissa Torres,"1086 Washington Dr, Colorado Springs CO",Standard,PROD007,Credit Card,Credit Cards,2024-02-24 13:05:00,-573.5,Payment,TXN000169,CC806396
AH128,Timothy Jackson,"6584 Center St, Los Angeles CA",Standard,PROD003,Personal Loan,Loans,2024-02-08 08:55:00,-726.86,Payment,TXN000170,LON898696
AH126,Donna Taylor,"253 Jefferson Ln, Virginia Beach VA",Standard,PROD007,Credit Card,Credit Cards,2024-02-16 18:35:00,-21.27,Fee,TXN000171,CC449138
AH066,Edward Moore,"8039 West Ln, Fresno CA",Standard,PROD007,Credit Card,Credit Cards,2024-02-28 08:13:00,-1506.41,Payment,TXN000172,CC890973
AH104,George Taylor,"1596 East St, Los Angeles CA",Basic,PROD007,Credit Card,Credit Cards,2024-02-28 11:44:00,-42.45,Fee,TXN000173,CC678897
AH071,Paul Wright,"9047 East Way, Tampa FL",Preferred,PROD015,Cashier Check,Services,2024-02-19 12:24:00,-3278.73,Transfer,TXN000174,SVC423404
AH057,Kimberly Lopez,"9424 Union Blvd, Colorado Springs CO",Standard,PROD016,Safe Deposit Box,Services,2024-01-24 16:56:00,-18.87,Fee,TXN000175,SVC857505
AH102,Brian Jackson,"2137 Jefferson Ln, Louisville KY",Standard,PROD007,Credit Card,Credit Cards,2024-02-18 13:58:00,-24.39,Fee,TXN000176,CC147936
AH121,Kimberly Wright,"5288 Jackson Pl, Oklahoma City OK",Premium,PROD009,Investment Account,Investments,2024-02-29 10:01:00,-4680.32,Transfer,TXN000177,INV707275
AH090,timothy lopez,"3645 Adams Ln, Fort Worth TX",Standard,PROD011,Business Checking,Checking,2024-01-19 10:12:00,2870.46,Deposit,TXN000178,CHK357666
AH109,helen allen,"8989 Jefferson Blvd, New York NY",Premium,PROD011,Business Checking,Checking,2024-02-05 18:43:00,4116.88,Deposit,TXN000179,CHK858705
AH137,Sarah Jones,"7706 Union Blvd, Raleigh NC",Premium,PROD006,Student Checking,Checking,2024-02-17 15:29:00,-769.13,Transfer,TXN000180,CHK246757
AH118,Mark Walker,"6346 Water Rd, Minneapolis MN",Preferred,PROD002,High-Yield Savings,Savings,2024-03-17 10:58:00,8406.78,Deposit,TXN000181,SAV177941
AH143,William Torres,"1224 Third Dr, Columbus OH",Standard,PROD005,Basic Checking,Checking,2024-01-04 08:26:00,-539.72,Transfer,TXN000182,CHK841521
AH034,Joshua King,"1031 Franklin Ave, Austin TX",Basic,PROD015,Cashier Check,Services,2024-01-01 11:32:00,-15.44,Fee,TXN000183,SVC768706
AH142,Jennifer Robinson,"3575 Oak St, Philadelphia PA",Basic,PROD016,Safe Deposit Box,Services,2024-02-29 17:58:00,-2490.49,Transfer,TXN000184,SVC106933
AH116,Kenneth Thompson,"9142 Second Blvd, El Paso TX",Standard,PROD001,Premium Checking,Checking,2024-02-05 14:00:00,-289.25,Withdrawal,TXN000185,CHK400614
AH004,John Hernandez,"7024 High Ln, Oakland CA",Preferred,PROD006,Student Checking,Checking,2024-02-02 18:27:00,526.75,Deposit,TXN000186,CHK256130
AH053,Jennifer Harris,"3214 Spring St, Kansas City MO",Standard,PROD009,Investment Account,Investments,2024-01-13 17:33:00,-34.06,Fee,TXN000187,INV516176
AH018,Joshua Miller,"4989 Franklin Dr, Raleigh NC",Preferred,PROD008,Auto Loan,Loans,2024-01-24 14:29:00,-2972.65,Payment,TXN000188,AUTO336828
AH065,Joshua Ramirez,"7405 Hill Way, Mesa AZ",Standard,PROD002,High-Yield Savings,Savings,2024-02-13 09:41:00,3854.71,Deposit,TXN000189,SAV679549
AH103,Joshua Wright,"7272 Elm St, Albuquerque NM",Basic,PROD006,Student Checking,Checking,2024-01-04 18:00:00,4234.38,Deposit,TXN000190,CHK776234
AH073,Kevin Johnson,"9797 Fourth St, Portland OR",Premium,PROD002,High-Yield Savings,Savings,2024-02-06 09:57:00,9022.6,Deposit,TXN000191,SAV825916
AH122,Kimberly Jackson,"1580 Madison Ave, Charlotte NC",Basic,PROD003,Personal Loan,Loans,2024-01-31 12:02:00,-2116.4,Payment,TXN000192,LON393992
AH118,Mark Walker,"6346 Water Rd, Minneapolis MN",Preferred,PROD006,Student Checking,Checking,2024-03-22 18:02:00,-19.15,Fee,TXN000193,CHK317221
AH126,Donna Taylor,"253 Jefferson Ln, Virginia Beach VA",Standard,PROD003,Personal Loan,Loans,2024-01-10 14:59:00,-1037.98,Payment,TXN000194,LON691353
AH053,Jennifer Harris,"3214 Spring St, Kansas City MO",Standard,PROD011,Business Checking,Checking,2024-02-06 14:43:00,3711.74,Deposit,TXN000195,CHK928897
AH147,David Walker,"6031 Franklin Ave, Louisville KY",Standard,PROD012,Certificate of Deposit,Savings,2024-02-16 09:32:00,4427.17,Deposit,TXN000196,SAV979414
AH017,Anthony Ramirez,"7533 Main Ln, Austin TX",Basic,PROD013,Overdraft Protection,Services,2024-01-22 17:49:00,-12.67,Fee,TXN000197,SVC386604
AH097,Melissa Torres,"1086 Washington Dr, Colorado Springs CO",Standard,PROD013,Overdraft Protection,Services,2024-02-01 11:22:00,-26.72,Fee,TXN000198,SVC714334
AH141,Elizabeth Miller,"6118 Second Ct, Omaha NE",Premium,PROD010,Mortgage,Loans,2024-01-25 09:49:00,-2434.55,Payment,TXN000199,MTG847748
AH016,John Baker,"1976 Second Ln, Tulsa OK",Basic,PROD013,Overdraft Protection,Services,2024-01-06 12:09:00,-3941.06,Transfer,TXN000200,SVC261771
AH085,Mark Lopez,"3575 State Ln, Albuquerque NM",Preferred,PROD003,Personal Loan,Loans,2024-01-21 13:06:00,-214.55,Payment,TXN000201,LON423241
AH095,Melissa Garcia,"2040 Third Blvd, San Francisco CA",Standard,PROD005,Basic Checking,Checking,2024-01-24 12:06:00,2183.35,Deposit,TXN000202,CHK684041
AH120,Jessica Jones,"4442 High Blvd, Milwaukee WI",Standard,PROD001,Premium Checking,Checking,2024-02-02 14:06:00,2793.39,Deposit,TXN000203,CHK725920
AH127,Timothy Taylor,"5981 Fourth Ln, Kansas City MO",Basic,PROD010,Mortgage,Loans,2024-03-06 14:00:00,-1358.67,Payment,TXN000204,MTG917018
AH019,kevin king,"9913 School Way, New York NY",Premium,PROD008,Auto Loan,Loans,2024-02-16 16:57:00,-1801.49,Payment,TXN000205,AUTO277820
AH146,Mark Johnson,"4447 Maple Rd, Jacksonville FL",Standard,PROD009,Investment Account,Investments,2024-01-25 10:08:00,-34.16,Fee,TXN000206,INV253023
AH014,William Allen,"1589 Maple Ave, Albuquerque NM",Premium,PROD014,Wire Transfer,Services,2024-02-25 14:17:00,-53.58,Fee,TXN000207,SVC180657
AH079,David Nguyen,"4078 Washington Ln, Oakland CA",Basic,PROD016,Safe Deposit Box,Services,2024-01-17 11:46:00,-3121.68,Transfer,TXN000208,SVC580102
AH025,Daniel Jones,"5513 Cedar Pl, Chicago IL",Preferred,PROD013,Overdraft Protection,Services,2024-01-09 12:00:00,-85.75,Fee,TXN000209,SVC498343
AH073,Kevin Johnson,"9797 Fourth St, Portland OR",Premium,PROD005,Basic Checking,Checking,2024-01-29 13:27:00,3035.9,Deposit,TXN000210,CHK829066
AH045,Jessica Wright,"6149 Fifth Pl, Chicago IL",Premium,PROD013,Overdraft Protection,Services,2024-01-31 13:11:00,-36.23,Fee,TXN000211,SVC828716
AH135,Donna White,"4395 Fifth Blvd, Omaha NE",Basic,PROD008,Auto Loan,Loans,2024-02-01 17:50:00,-1112.48,Payment,TXN000212,AUTO393916
AH086,Timothy Moore,"266 Central Dr, Mesa AZ",Premium,PROD007,Credit Card,Credit Cards,2024-01-24 09:59:00,-1379.34,Payment,TXN000213,CC676820
AH006,Michael Robinson,"2145 Water Ave, Sacramento CA",Standard,PROD007,Credit Card,Credit Cards,2024-03-01 15:45:00,-38.93,Fee,TXN000214,CC971662
AH148,Laura Williams,"8643 Union Way, Tulsa OK",STD,PROD016,Safe Deposit Box,Services,2024-01-05 14:43:00,16016.73,Deposit,TXN000215,SVC353777
AH055,Laura Lee,"2141 Union Pl, Virginia Beach VA",Preferred,PROD014,Wire Transfer,Services,2024-02-12 10:45:00,-16.66,Fee,TXN000216,SVC726979
AH104,George Taylor,"1596 East St, Los Angeles CA",Basic,PROD014,Wire Transfer,Services,2024-02-07 14:34:00,-280.15,Transfer,TXN000217,SVC476993
AH149,Deborah Lewis,"1423 School Rd, Phoenix AZ",Premium,PROD003,Personal Loan,Loans,2024-02-27 16:38:00,-506.23,Payment,TXN000218,LON360289
AH140,Laura Clark,"636 Broad Dr, Seattle WA",Standard,PROD002,High-Yield Savings,Savings,2024-02-12 13:10:00,6485.81,Deposit,TXN000219,SAV778159
AH087,Carol Thomas,"7900 Jackson Way, San Francisco CA",Basic,PROD001,Premium Checking,Checking,2024-03-07 14:06:00,1148.91,Deposit,TXN000220,CHK883132
AH113,Deborah Moore,"8005 Adams Dr, Las Vegas NV",Standard,PROD008,Auto Loan,Loans,2024-02-05 17:44:00,-1448.18,Payment,TXN000221,AUTO510133
AH100,Donna Jones,"3924 Spring Dr, Omaha NE",Standard,PROD005,Basic Checking,Checking,2024-02-19 18:37:00,171.59,Deposit,TXN000222,CHK209627
AH064,Ronald King,"9855 School Way, Mesa AZ",Standard,PROD005,Basic Checking,Checking,2024-01-27 09:07:00,1748.18,Deposit,TXN000223,CHK922366
AH045,Jessica Wright,"753 State Dr, Detroit MI",Premium,PROD016,Safe Deposit Box,Services,2024-03-19 15:22:00,11235.07,Deposit,TXN000224,SVC830609
AH097,Melissa Torres,"1086 Washington Dr, Colorado Springs CO",Standard,PROD002,High-Yield Savings,Savings,2024-01-21 09:19:00,-619.67,Transfer,TXN000225,SAV990429
AH076,Donald Anderson,"1224 Pine St, Miami FL",Basic,PROD006,Student Checking,Checking,2024-02-11 09:43:00,-38.32,Fee,TXN000226,CHK641058
AH039,William Thompson,"4102 Broad Ln, Phoenix AZ",Preferred,PROD014,Wire Transfer,Services,2024-02-05 10:21:00,-30.87,Fee,TXN000227,SVC524723
AH134,Kimberly Sanchez,"6092 Elm Blvd, Mesa AZ",Premium,PROD014,Wire Transfer,Services,2024-01-12 10:40:00,-12.63,Fee,TXN000228,SVC743937
AH044,Edward Taylor,"7339 Third Blvd, Austin TX",Preferred,PROD013,Overdraft Protection,Services,2024-03-14 17:27:00,17766.02,Deposit,TXN000229,SVC315780
AH061,Kenneth Flores,"7561  King  Dr,  Phoenix  AZ",Standard,PROD004,Money Market,Savings,2024-02-18 09:36:00,-2707.6,Transfer,TXN000230,SAV483561
AH072,Jane Harris,"6724 Hill Way, El Paso TX",Basic,PROD009,Investment Account,Investments,2024-01-13 15:07:00,-4326.92,Transfer,TXN000231,INV653349
AH136,Robert Baker,"7824 Oak Pl, Charlotte NC",Preferred,PROD013,Overdraft Protection,Services,2024-01-21 17:24:00,-659.74,Transfer,TXN000232,SVC469082
AH099,Timothy Hill,"4871 Pine Dr, Milwaukee WI",PREF,PROD010,Mortgage,Loans,2024-02-09 10:52:00,-2772.31,Payment,TXN000233,MTG718836
AH019,Kevin King,"9913 School Way, New York NY",Premium,PROD004,Money Market,Savings,2024-02-13 10:20:00,1257.79,Deposit,TXN000234,SAV491439
AH148,Laura Williams,"8643 Union Way, Tulsa OK",Standard,PROD014,Wire Transfer,Services,2024-01-10 16:24:00,-775.55,Transfer,TXN000235,SVC502349
AH091,Ruth Hill Jr,"1747 North Ln, Denver CO",Preferred,PROD006,Student Checking,Checking,2024-02-26 15:40:00,-499.85,Withdrawal,TXN000236,CHK247111
AH042,Deborah Perez,"4425 Franklin Way, Columbus OH",Preferred,PROD002,High-Yield Savings,Savings,2024-01-21 15:39:00,-4761.62,Transfer,TXN000237,SAV608149
AH031,James Clark,"7986 South Blvd, Albuquerque NM",Basic,PROD016,Safe Deposit Box,Services,2024-01-13 14:35:00,-71.62,Fee,TXN000238,SVC535820
AH095,Melissa Garcia,"2040 Third Blvd, San Francisco CA",Standard,PROD001,Premium Checking,Checking,2024-02-01 10:05:00,-519.01,Transfer,TXN000239,CHK134283
AH060,Amanda Baker,"3780 North Rd, Washington DC",Premium,PROD006,Student Checking,Checking,2024-01-15 16:18:00,-1174.74,Transfer,TXN000240,CHK910074
AH108,Sharon Williams,"1542  School  Ln,  Baltimore  MD",Preferred,PROD004,Money Market,Savings,2024-02-05 16:07:00,5476.75,Deposit,TXN000241,SAV484682
AH118,Mark Walker,"6346 Water Rd, Minneapolis MN",Standard,PROD015,Cashier Check,Services,2024-02-22 08:48:00,-1170.86,Transfer,TXN000242,SVC545807
AH024,Michelle Scott,"9741 East St, Charlotte NC",Premium,PROD008,Auto Loan,Loans,2024-02-17 18:48:00,-1033.59,Payment,TXN000243,AUTO133796
AH097,Melissa Torres,"1086 Washington Dr, Colorado Springs CO",Standard,PROD003,Personal Loan,Loans,2024-01-17 13:55:00,-1429.4,Payment,TXN000244,LON223088
AH052,Michael Miller,"7219 State Ct, Long Beach CA",Standard,PROD012,Certificate of Deposit,Savings,2024-01-14 17:44:00,-3070.8,Transfer,TXN000245,SAV548965
AH037,Matthew Sanchez,"5015 Jefferson Ct, Dallas TX",Basic,PROD007,Credit Card,Credit Cards,2024-02-09 10:50:00,-1620.61,Payment,TXN000246,CC697766
AH077,William Walker,"1974 Fourth Dr, Virginia Beach VA",Standard,PROD006,Student Checking,Checking,2024-02-04 12:38:00,3535.07,Deposit,TXN000247,CHK403387
AH123,Robert Lewis,"5006 Oak St, Austin TX",Preferred,PROD004,Money Market,Savings,2024-01-18 16:57:00,7525.93,Deposit,TXN000248,SAV531589
AH014,William Allen,"1589 Maple Ave, Albuquerque NM",Preferred,PROD005,Basic Checking,Checking,2024-01-18 18:08:00,3571.4,Deposit,TXN000249,CHK968726
AH054,Kimberly Nelson,"6067 Madison Ave, Fort Worth TX",Basic,PROD016,Safe Deposit Box,Services,2024-02-18 18:25:00,14646.93,Deposit,TXN000250,SVC381770
AH133,James Taylor Jr,"4935 High Ave, Milwaukee WI",Standard,PROD003,Personal Loan,Loans,2024-03-12 14:28:00,-1974.16,Payment,TXN000251,LON906233
AH021,David Wright,"2203 Adams Pl, Dallas TX",Preferred,PROD009,Investment Account,Investments,2024-01-26 16:47:00,-4688.05,Transfer,TXN000252,INV486999
AH098,Lisa Hernandez,"2947 Third Ave, San Francisco CA",Preferred,PROD001,Premium Checking,Checking,2024-03-01 15:20:00,-1709.62,Transfer,TXN000253,CHK197666
AH099,Timothy Hill,"4871 Pine Dr, Milwaukee WI",Preferred,PROD012,Certificate of Deposit,Savings,2024-02-10 18:44:00,-3988.61,Transfer,TXN000254,SAV517035
AH048,Nicole Clark,"4165 Center Rd, Virginia Beach VA",Basic,PROD009,Investment Account,Investments,2024-01-28 11:31:00,-84.55,Fee,TXN000255,INV454161
AH119,Michelle Perez,"7313 Washington Pl, San Antonio TX",Basic,PROD016,Safe Deposit Box,Services,2024-02-06 10:36:00,-90.47,Fee,TXN000256,SVC899281
AH012,Deborah Lee,"8279 Market Way, Columbus OH",Premium,PROD015,Cashier Check,Services,2024-01-03 09:40:00,3543.81,Deposit,TXN000257,SVC999312
AH035,Helen Davis,"4133 Fifth St, Kansas City MO",Standard,PROD014,Wire Transfer,Services,2024-01-29 15:00:00,24894.5,Deposit,TXN000258,SVC238320
AH138,Jennifer Miller,"8907 Walnut Blvd, San Francisco CA",Standard,PROD009,Investment Account,Investments,2024-01-20 10:55:00,16537.41,Deposit,TXN000259,INV362552
AH019,Kevin King,"9913 School Way, New York NY",Premium,PROD006,Student Checking,Checking,2024-01-24 18:57:00,3146.74,Deposit,TXN000260,CHK861253
AH149,Deborah Lewis,"1423 School Rd, Phoenix AZ",Premium,PROD003,Personal Loan,Loans,2024-02-18 11:27:00,-2170.35,Payment,TXN000261,LON101139
AH047,Laura Martinez,"2762 Church Blvd, San Francisco CA",Premium,PROD008,Auto Loan,Loans,2024-01-31 09:08:00,-1654.44,Payment,TXN000262,AUTO566686
AH002,Kevin Garcia,"7012 Pine St, Atlanta GA",Premium,PROD004,Money Market,Savings,2024-01-01 13:52:00,-2140.45,Withdrawal,TXN000263,SAV238595
AH104,George Taylor,"1596 East St, Los Angeles CA",Basic,PROD003,Personal Loan,Loans,2024-01-05 11:24:00,-2246.14,Payment,TXN000264,LON207402
AH024,Michelle Scott,"9741 East St, Charlotte NC",Premium,PROD010,Mortgage,Loans,2024-01-21 13:56:00,-583.96,Payment,TXN000265,MTG911032
AH031,James Clark,"7986 South Blvd, Albuquerque NM",Basic,PROD003,Personal Loan,Loans,2024-02-11 18:09:00,-1685.42,Payment,TXN000266,LON108886
AH130,Edward Gonzalez,"4206 Walnut Ave, Colorado Springs CO",Basic,PROD012,Certificate of Deposit,Savings,2024-02-11 10:28:00,-3159.0,Transfer,TXN000267,SAV258727
AH089,Sharon Wright,"7534  Center  Ln,  Nashville  TN",Preferred,PROD007,Credit Card,Credit Cards,2024-03-25 18:28:00,-1798.36,Payment,TXN000268,CC246814
AH029,Robert Thomas,"3216 Second Way, Fort Worth TX",Premium,PROD014,Wire Transfer,Services,2024-02-07 14:22:00,-81.2,Fee,TXN000269,SVC359822
AH060,Amanda Baker,"3780 North Rd, Washington DC",Premium,PROD010,Mortgage,Loans,2024-02-11 09:15:00,-2381.12,Payment,TXN000270,MTG824016
AH006,Michael Robinson,"2145 Water Ave, Sacramento CA",Standard,PROD010,Mortgage,Loans,2024-02-24 18:56:00,-775.25,Payment,TXN000271,MTG736408
AH111,Edward Hill,"2694 Union Pl, San Francisco CA",Premium,PROD002,High-Yield Savings,Savings,2024-01-13 14:18:00,-3979.2,Transfer,TXN000272,SAV350967
AH108,Sharon Williams,"1542 School Ln, Baltimore MD",Preferred,PROD016,Safe Deposit Box,Services,2024-01-25 09:15:00,-3010.26,Transfer,TXN000273,SVC653948
AH003,george johnson,"3357 Second Blvd, Mesa AZ",Preferred,PROD013,Overdraft Protection,Services,2024-01-24 13:08:00,-2162.23,Transfer,TXN000274,SVC672896
AH145,Jennifer Nelson,"2259 Main Ct, Los Angeles CA",Basic,PROD003,Personal Loan,Loans,2024-01-12 15:49:00,-246.73,Payment,TXN000275,LON170813
AH003,George Johnson,"3357 Second Blvd, Mesa AZ",Preferred,PROD002,High-Yield Savings,Savings,2024-01-17 11:02:00,-2019.98,Withdrawal,TXN000276,SAV400404
AH133,James Taylor Jr,"4935 High Ave, Milwaukee WI",Standard,PROD014,Wire Transfer,Services,2024-03-31 16:49:00,-73.16,Fee,TXN000277,SVC186431
AH136,Robert Baker,"7824 Oak Pl, Charlotte NC",Preferred,PROD005,Basic Checking,Checking,2024-02-04 16:39:00,1584.04,Deposit,TXN000278,CHK636141
AH045,Jessica Wright,"753 State Dr, Detroit MI",Premium,PROD013,Overdraft Protection,Services,2024-02-24 16:20:00,-3208.04,Transfer,TXN000279,SVC975064
AH138,Jennifer Miller,"8907 Walnut Blvd, San Francisco CA",Standard,PROD010,Mortgage,Loans,2024-02-13 18:04:00,-2156.29,Payment,TXN000280,MTG865416
AH053,Jennifer Harris,"3214 Spring St, Kansas City MO",Standard,PROD014,Wire Transfer,Services,2024-01-04 11:05:00,11607.61,Deposit,TXN000281,SVC738407
AH013,Sharon Wright,"9677 Madison Blvd, Indianapolis IN",Preferred,PROD006,Student Checking,Checking,2024-01-20 18:47:00,3554.11,Deposit,TXN000282,CHK835575
AH002,Kevin Garcia,"7012 Pine St, Atlanta GA",Premium,PROD009,Investment Account,Investments,2024-01-11 15:22:00,9610.8,Deposit,TXN000283,INV886197
AH058,Donna Lewis,"3601 Franklin Way, Louisville KY",Basic,PROD001,Premium Checking,Checking,2024-02-16 09:49:00,2175.16,Deposit,TXN000284,CHK649300
AH014,William Allen,"1589 Maple Ave, Albuquerque NM",Premium,PROD003,Personal Loan,Loans,2024-03-02 17:40:00,-1589.21,Payment,TXN000285,LON635593
AH079,David Nguyen,"4078 Washington Ln, Oakland CA",Basic,PROD006,Student Checking,Checking,2024-01-04 15:54:00,1312.82,Deposit,TXN000286,CHK207903
AH123,Robert Lewis,"5006 Oak St, Austin TX",Preferred,PROD001,Premium Checking,Checking,2024-02-13 09:14:00,4321.5,Deposit,TXN000287,CHK356430
AH011,Daniel Williams,"6672 Center Ave, Boston MA",Preferred,PROD005,Basic Checking,Checking,2024-01-31 13:24:00,4803.69,Deposit,TXN000288,CHK137081
AH119,Michelle Adams,"7313 Washington Pl, San Antonio TX",Basic,PROD008,Auto Loan,Loans,2024-03-31 18:26:00,-1101.05,Payment,TXN000289,AUTO536476
AH070,Steven Walker,"5863 Union Blvd, New York NY",Basic,PROD012,Certificate of Deposit,Savings,2024-01-18 09:36:00,6765.92,Deposit,TXN000290,SAV155230
AH040,Deborah Martin,"8766 Main Pl, Colorado Springs CO",Preferred,PROD013,Overdraft Protection,Services,2024-01-15 16:02:00,21986.29,Deposit,TXN000291,SVC396020
AH068,Timothy Martinez,"3605 Cedar Blvd, Minneapolis MN",Standard,PROD015,Cashier Check,Services,2024-01-21 09:35:00,9538.52,Deposit,TXN000292,SVC405759
AH121,Kimberly Wright,"5288 Jackson Pl, Oklahoma City OK",Premium,PROD015,Cashier Check,Services,2024-03-05 17:15:00,-63.25,Fee,TXN000293,SVC617326
AH044,Edward Taylor,"7339 Third Blvd, Austin TX",Preferred,PROD001,Premium Checking,Checking,2024-03-20 11:09:00,-6.08,Fee,TXN000294,CHK667851
AH076,Donald Thomas,"1224 Pine St, Miami FL",Basic,PROD001,Premium Checking,Checking,2024-03-26 08:21:00,-814.92,Transfer,TXN000295,CHK873935
AH067,Amanda Moore,"5338 Second Ave, El Paso TX",Premium,PROD008,Auto Loan,Loans,2024-01-07 11:33:00,-1375.48,Payment,TXN000296,AUTO162804
AH032,Matthew Robinson,"7030 Third Way, Denver CO",Preferred,PROD002,High-Yield Savings,Savings,2024-02-15 12:05:00,-4491.57,Withdrawal,TXN000297,SAV645007
AH089,Sharon Wright,"7534 Center Ln, Nashville TN",Preferred,PROD003,Personal Loan,Loans,2024-03-30 13:29:00,-1826.16,Payment,TXN000298,LON629979
AH031,James Clark,"7986 South Blvd, Albuquerque NM",Basic,PROD002,High-Yield Savings,Savings,2024-02-10 14:04:00,9645.76,Deposit,TXN000299,SAV348273
AH063,Timothy King Jr,"922 Third Dr, Baltimore MD",Basic,PROD013,Overdraft Protection,Services,2024-03-02 13:59:00,-4176.31,Transfer,TXN000300,SVC442099
AH070,Steven Walker,"5863 Union Blvd, New York NY",Basic,PROD003,Personal Loan,Loans,2024-01-29 12:14:00,-2841.95,Payment,TXN000301,LON242723
AH125,Laura Baker,"8253 Fifth Rd, San Francisco CA",Preferred,PROD006,Student Checking,Checking,2024-01-07 10:06:00,-327.75,Withdrawal,TXN000302,CHK226601
AH117,Christopher Hall,"9468 Water Dr, San Francisco CA",Basic,PROD010,Mortgage,Loans,2024-01-23 11:28:00,-1497.37,Payment,TXN000303,MTG993892
AH028,Sarah Baker,"1712 Maple Blvd, Miami FL",Standard,PROD010,Mortgage,Loans,2024-01-06 10:51:00,-2513.88,Payment,TXN000304,MTG830729
AH128,Timothy Jackson,"6584 Center St, Los Angeles CA",Standard,PROD011,Business Checking,Checking,2024-01-03 11:53:00,3570.23,Deposit,TXN000305,CHK473023
AH087,Carol Scott,"7900 Jackson Way, San Francisco CA",Basic,PROD010,Mortgage,Loans,2024-02-02 08:43:00,-928.47,Payment,TXN000306,MTG282313
AH007,Laura White,"3250 Cedar St, Kansas City MO",Standard,PROD015,Cashier Check,Services,2024-03-01 14:54:00,-3765.58,Transfer,TXN000307,SVC361989
AH022,George Ramirez,"8935 North Ln, Columbus OH",Preferred,PROD005,Basic Checking,Checking,2024-01-30 09:51:00,355.26,Deposit,TXN000308,CHK918895
AH048,Nicole Clark Jr,"4165 Center Rd, Virginia Beach VA",Basic,PROD013,Overdraft Protection,Services,2024-02-23 11:52:00,-71.77,Fee,TXN000309,SVC776001
AH019,Kevin King,"9913 School Way, New York NY",Premium,PROD003,Personal Loan,Loans,2024-02-07 17:16:00,-261.04,Payment,TXN000310,LON167603
AH044,edward taylor,"7339 Third Blvd, Austin TX",Preferred,PROD005,Basic Checking,Checking,2024-03-27 15:51:00,4244.01,Deposit,TXN000311,CHK948179
AH073,Kevin Johnson,"9797 Fourth St, Portland OR",Premium,PROD002,High-Yield Savings,Savings,2024-01-08 08:29:00,5781.45,Deposit,TXN000312,SAV961599
AH087,Carol Scott,"7900 Jackson Way, San Francisco CA",Basic,PROD014,Wire Transfer,Services,2024-02-01 08:24:00,9171.61,Deposit,TXN000313,SVC296242
AH060,Amanda Baker,"3780 North Rd, Washington DC",Premium,PROD005,Basic Checking,Checking,2024-01-18 15:56:00,3114.92,Deposit,TXN000314,CHK357724
AH137,Sarah Young,"7706 Union Blvd, Raleigh NC",Premium,PROD016,Safe Deposit Box,Services,2024-03-04 15:26:00,2649.18,Deposit,TXN000315,SVC501620
AH031,James Clark Jr,"7986 South Blvd, Albuquerque NM",Basic,PROD008,Auto Loan,Loans,2024-03-12 11:41:00,-1966.11,Payment,TXN000316,AUTO941134
AH118,Mark Walker,"6346 Water Rd, Minneapolis MN",Preferred,PROD012,Certificate of Deposit,Savings,2024-02-16 14:50:00,7836.21,Deposit,TXN000317,SAV460745
AH121,Kimberly Wright,"5288 Jackson Pl, Oklahoma City OK",Premium,PROD009,Investment Account,Investments,2024-03-18 13:24:00,1138.54,Deposit,TXN000318,INV726121
AH048,Nicole Clark Jr,"4165 Center Rd, Virginia Beach VA",Basic,PROD016,Safe Deposit Box,Services,2024-02-16 12:03:00,-1851.42,Transfer,TXN000319,SVC712356
AH051,Kevin Perez,"1989 Spring Rd, Los Angeles CA",Standard,PROD008,Auto Loan,Loans,2024-01-11 09:15:00,-946.28,Payment,TXN000320,AUTO955937
AH013,Sharon Wright,"9677 Madison Blvd, Indianapolis IN",Preferred,PROD013,Overdraft Protection,Services,2024-02-18 11:36:00,-94.17,Fee,TXN000321,SVC986278
AH039,William Thompson,"4102 Broad Ln, Phoenix AZ",Preferred,PROD011,Business Checking,Checking,2024-01-12 11:37:00,-1425.49,Transfer,TXN000322,CHK720298
AH007,Laura White,"3250 Cedar St, Kansas City MO",Standard,PROD005,Basic Checking,Checking,2024-02-15 13:36:00,-204.47,Withdrawal,TXN000323,CHK949767
AH108,Sharon Williams,"1542 School Ln, Baltimore MD",Preferred,PROD016,Safe Deposit Box,Services,2024-02-04 12:11:00,2711.31,Deposit,TXN000324,SVC343923
AH128,Timothy Jackson,"6584 Center St, Los Angeles CA",Standard,PROD016,Safe Deposit Box,Services,2024-01-15 08:33:00,8627.48,Deposit,TXN000325,SVC743966
