SaleID,CustomerID,FirstName,LastName,Email,CustomerCity,CustomerState,LoyaltyMember,ProductID,ProductName,Category,UnitPrice,StoreID,StoreName,StoreCity,StoreState,SaleDate,Quantity,TotalAmount
1216,734,Dylan,Hernandez,megan65@example.org,Port Robert,PA,0,49,Sports Item 49,Sports,184.13,25,Store West Kristin #25,Barbarafurt,NC,2024-05-21,3,552.39
1217,1663,Joseph,Castillo,bconway@example.org,Cruzside,NC,0,23,Clothing Item 23,Clothing,148.34,45,Store South Victoriaton #45,North James,GA,2024-05-03,3,445.02
1218,759,Kevin,Foster,david80@example.net,West Geoffrey,NC,1,2,Sports Item 2,Sports,11.3,13,Store Rebeccaland #13,Bakerborough,NY,2024-01-03,1,11.3
1219,1522,Latoya,Baldwin,mitchellchristopher@example.com,Hooverside,NC,0,57,Sports Item 57,Sports,91.88,2,Store Tuckerhaven #2,West Richardstad,OH,2025-01-07,1,91.88
1220,1888,John,Daugherty,craigriley@example.com,Carolfurt,CA,1,98,Electronics Item 98,Electronics,112.94,46,Store Michaelberg #46,Thompsontown,PA,2023-09-10,1,112.94
1221,1672,Joann,Robinson,johnsonalexander@example.net,Martinezview,NC,1,46,Toys Item 46,Toys,6.72,40,Store Port Crystalstad #40,Port Scott,MI,2023-09-02,1,6.72
1222,1471,Eric,Sims,vwelch@example.net,New Davidberg,NY,0,81,Toys Item 81,Toys,28.07,15,Store Elizabethstad #15,East John,FL,2025-04-08,1,28.07
1223,1982,Matthew,Walter,kmorris@example.org,East Brittneyshire,NC,1,30,Electronics Item 30,Electronics,34.97,24,Store New Martinport #24,Port Matthewfurt,GA,2024-02-03,5,174.85
1224,1853,Sarah,Foster,pfowler@example.org,South Brittany,NY,1,5,Clothing Item 5,Clothing,149.77,46,Store Michaelberg #46,Thompsontown,PA,2024-07-14,1,149.77
1225,15,Chelsea,Hernandez,amberosborne@example.net,New Mariotown,PA,1,91,Toys Item 91,Toys,11.01,13,Store Rebeccaland #13,Bakerborough,NY,2023-08-28,2,22.02
1226,1782,Jeffrey,Neal,alyssa51@example.org,New Jenniferstad,PA,0,82,Electronics Item 82,Electronics,130.08,18,Store Mitchellmouth #18,Hendricksshire,FL,2023-05-14,1,130.08
1227,350,Kristina,Lane,franciscojones@example.org,Andrewview,TX,0,73,Toys Item 73,Toys,69.68,36,Store Greenfort #36,North Tylerburgh,NY,2024-03-20,2,139.36
1228,1159,Carly,Salazar,claytimothy@example.org,Jenniferville,PA,1,25,Books Item 25,Books,59.43,44,Store Jeremyshire #44,Port Samanthafurt,GA,2023-07-02,2,118.86
1229,360,Shane,Rush,teresastokes@example.org,South Christianchester,PA,1,88,Toys Item 88,Toys,63.76,5,Store Coxton #5,Biancaview,TX,2025-03-19,2,127.52
1230,134,Erika,Watkins,brandon69@example.org,East Kevinborough,MI,1,76,Sports Item 76,Sports,18.74,9,Store South Dennis #9,North Kennethberg,FL,2024-03-06,1,18.74
1231,1753,Erika,Miller,aaronrodriguez@example.com,Port William,FL,1,34,Sports Item 34,Sports,112.28,15,Store Elizabethstad #15,East John,FL,2024-01-27,4,449.12
1232,562,Dennis,Mathis,xjoseph@example.org,Henryberg,GA,1,67,Clothing Item 67,Clothing,109.86,13,Store Rebeccaland #13,Bakerborough,NY,2024-06-25,3,329.58
1233,1987,Jennifer,Parks,hamiltonkendra@example.net,Lewisstad,NY,0,87,Electronics Item 87,Electronics,61.52,45,Store South Victoriaton #45,North James,GA,2023-07-05,1,61.52
1234,518,Brenda,Foster,albertwilliams@example.net,Barkerberg,PA,0,87,Electronics Item 87,Electronics,61.52,44,Store Jeremyshire #44,Port Samanthafurt,GA,2023-08-19,2,123.04
1235,5,Maria,Montgomery,barbara10@example.net,Port Keith,OH,1,72,Clothing Item 72,Clothing,9.63,28,Store West Hunterville #28,Brianview,TX,2025-01-18,4,38.52
1236,1332,Thomas,Chase,nathan45@example.net,Mariamouth,IL,0,83,Sports Item 83,Sports,17.33,4,Store Hallfurt #4,North Ashley,NC,2024-08-12,2,34.66
1237,834,Susan,Flores,cynthia74@example.org,Matthewmouth,NY,0,42,Home Item 42,Home,75.36,18,Store Mitchellmouth #18,Hendricksshire,FL,2023-08-12,2,150.72
1238,956,Brittney,Booker,hsanchez@example.org,Burnsburgh,MI,0,16,Toys Item 16,Toys,142.4,32,Store New Debbieville #32,Bentleystad,MI,2023-05-22,2,284.8
1239,90,Andrea,Tran,walkermaureen@example.org,Valentineberg,FL,1,47,Toys Item 47,Toys,72.47,47,Store New Jessica #47,Bowersstad,MI,2024-09-20,2,144.94
1240,1881,Amanda,Mullins,paynestephanie@example.net,Port Richardside,TX,0,29,Toys Item 29,Toys,187.81,27,Store Bergview #27,East Micheal,IL,2024-02-11,1,187.81
1241,11,Rachael,Ross,wendytaylor@example.com,Port Brandonville,CA,0,69,Toys Item 69,Toys,156.17,26,Store Meganburgh #26,Port Sandratown,TX,2024-07-18,2,312.34
1242,1803,April,Perry,tmoore@example.net,Cooperside,NC,1,25,Books Item 25,Books,59.43,37,Store Lake Allisonmouth #37,East Rebecca,FL,2024-11-14,1,59.43
1243,463,Lori,White,gary57@example.net,East Nicholasberg,TX,0,4,Toys Item 4,Toys,149.2,45,Store South Victoriaton #45,North James,GA,2025-04-20,10,1492.0
1244,1879,David,Davis,debra34@example.com,Port Ashleyfurt,GA,0,55,Electronics Item 55,Electronics,182.71,16,Store Port Austin #16,North Christian,MI,2023-08-31,5,913.55
1245,637,Kimberly,Smith,ohernandez@example.org,Lake Peterberg,NY,0,26,Home Item 26,Home,30.36,5,Store Coxton #5,Biancaview,TX,2023-08-26,1,30.36
1246,58,Rebecca,Vargas,millerroy@example.com,North Jorge,NC,0,81,Toys Item 81,Toys,28.07,31,Store Knightbury #31,Pereztown,FL,2024-08-03,2,56.14
1247,1214,Kelly,Romero,xbrown@example.com,Emilychester,OH,1,56,Home Item 56,Home,105.29,41,Store North Sarastad #41,Debraton,TX,2023-12-09,3,315.87
1248,507,Kevin,Cannon,carla08@example.com,South Nicole,CA,0,43,Clothing Item 43,Clothing,190.31,7,Store Cassandraborough #7,New Robert,FL,2023-07-30,3,570.93
1249,698,Brandon,Carter,palmerkatie@example.org,New Karenside,CA,0,61,Electronics Item 61,Electronics,37.64,4,Store Hallfurt #4,North Ashley,NC,2023-06-25,1,37.64
1250,485,Samantha,Lowe,waustin@example.net,Port Timothymouth,MI,0,43,Clothing Item 43,Clothing,190.31,5,Store Coxton #5,Biancaview,TX,2024-01-06,2,380.62
1251,899,Heather,Copeland,myerskyle@example.org,North Kelseyborough,OH,1,100,Electronics Item 100,Electronics,5.98,49,Store East Gary #49,Perezborough,MI,2025-04-17,2,11.96
1252,1186,Debra,Friedman,arianacuevas@example.net,Ryanville,OH,0,13,Toys Item 13,Toys,54.01,8,Store West Deborahfurt #8,South James,PA,2025-03-02,2,108.02
1253,1878,Cody,Cook,kentmichael@example.com,Tylerview,FL,0,11,Toys Item 11,Toys,65.97,3,Store Skinnerfurt #3,Finleyton,NC,2025-05-11,5,329.85
1254,1737,Dillon,Prince,hufftina@example.org,Susanville,GA,0,49,Sports Item 49,Sports,184.13,45,Store South Victoriaton #45,North James,GA,2025-04-21,1,184.13
1255,127,Michael,Ortega,uparrish@example.org,Carolinestad,PA,1,9,Toys Item 9,Toys,14.16,29,Store East Laura #29,South Lisa,IL,2024-12-17,3,42.48
1256,1283,Katie,Johnson,guy56@example.org,Nguyenton,PA,0,8,Toys Item 8,Toys,61.09,28,Store West Hunterville #28,Brianview,TX,2024-03-14,1,61.09
1257,115,Stephanie,Foley,pollardmichael@example.net,Bruceview,TX,0,9,Toys Item 9,Toys,14.16,36,Store Greenfort #36,North Tylerburgh,NY,2023-10-17,1,14.16
1258,782,Misty,Church,nturner@example.com,Ballardland,GA,0,7,Sports Item 7,Sports,157.94,26,Store Meganburgh #26,Port Sandratown,TX,2023-06-02,1,157.94
1259,842,Emily,Morrison,cameronanderson@example.org,West Sarah,TX,0,13,Toys Item 13,Toys,54.01,15,Store Elizabethstad #15,East John,FL,2023-08-26,2,108.02
1260,1278,Eugene,Anderson,aparks@example.com,Hendersonton,NY,0,77,Clothing Item 77,Clothing,182.64,1,Store Martinshire #1,Port Mistyville,MI,2024-08-02,3,547.92
1261,1629,Alyssa,Williams,aallen@example.com,North Leahview,NY,0,59,Toys Item 59,Toys,42.54,28,Store West Hunterville #28,Brianview,TX,2024-01-02,1,42.54
1262,696,Ryan,Scott,hmccann@example.com,Port Jordanshire,NC,0,80,Home Item 80,Home,8.29,42,Store North Samanthafort #42,Lake David,FL,2024-01-01,2,16.58
1263,930,Miranda,Martin,christopher14@example.org,Anthonybury,OH,0,87,Electronics Item 87,Electronics,61.52,34,Store New Juanburgh #34,West Lisa,PA,2024-12-09,3,184.56
1264,222,Abigail,Wilson,jenniferburns@example.net,Stokesmouth,NC,0,43,Clothing Item 43,Clothing,190.31,7,Store Cassandraborough #7,New Robert,FL,2024-09-28,2,380.62
1265,139,Monica,Reese,masonjackson@example.net,New Williamstad,FL,0,2,Sports Item 2,Sports,11.3,38,Store Chavezshire #38,Rossmouth,TX,2024-10-26,2,22.6
1266,259,Angela,Russell,davisangela@example.net,Michelletown,PA,0,25,Books Item 25,Books,59.43,41,Store North Sarastad #41,Debraton,TX,2024-07-25,4,237.72
1267,863,Jeffery,Green,matthewspencer@example.org,North Gregory,FL,0,66,Books Item 66,Books,167.95,31,Store Knightbury #31,Pereztown,FL,2024-03-08,1,167.95
1268,381,Mary,Walter,kellyruiz@example.net,Jessicaside,CA,0,93,Clothing Item 93,Clothing,150.62,16,Store Port Austin #16,North Christian,MI,2023-10-28,2,301.24
1269,124,Jennifer,Lewis,abeasley@example.com,Rossville,IL,1,18,Sports Item 18,Sports,111.59,9,Store South Dennis #9,North Kennethberg,FL,2024-04-03,3,334.77
1270,1051,Elizabeth,Bailey,dday@example.org,East Jessicafurt,NC,0,40,Electronics Item 40,Electronics,73.13,42,Store North Samanthafort #42,Lake David,FL,2023-11-06,2,146.26
1271,1196,Stephanie,Lozano,byang@example.com,Gravesburgh,PA,0,97,Toys Item 97,Toys,131.35,35,Store Jocelynburgh #35,Smallhaven,PA,2024-04-24,1,131.35
1272,962,Adam,West,david29@example.org,North Anna,MI,0,100,Electronics Item 100,Electronics,5.98,20,Store Staceystad #20,South Nathan,NY,2024-10-01,1,5.98
1273,756,Laura,Johnson,joe73@example.com,Millerfort,NC,0,78,Books Item 78,Books,80.67,1,Store Martinshire #1,Port Mistyville,MI,2024-11-10,1,80.67
1274,1390,Brittany,Leon,johnstondavid@example.org,Bettychester,TX,0,67,Clothing Item 67,Clothing,109.86,10,Store Javierchester #10,Port Joanne,OH,2025-01-20,2,219.72
1275,1678,James,Phillips,stanleyjeremiah@example.org,North Jessicaborough,TX,1,8,Toys Item 8,Toys,61.09,36,Store Greenfort #36,North Tylerburgh,NY,2023-08-28,1,61.09
1276,401,Samuel,Howell,watsonmatthew@example.org,Rossmouth,MI,1,7,Sports Item 7,Sports,157.94,13,Store Rebeccaland #13,Bakerborough,NY,2024-09-13,2,315.88
1277,1609,Joe,Sanchez,matthewharper@example.net,Castanedaville,MI,1,82,Electronics Item 82,Electronics,130.08,5,Store Coxton #5,Biancaview,TX,2024-03-13,4,520.32
1278,975,Jasmine,Wright,lmann@example.com,Laurenhaven,GA,0,44,Sports Item 44,Sports,108.45,45,Store South Victoriaton #45,North James,GA,2023-09-11,1,108.45
1279,1229,Johnathan,Collins,mary05@example.net,Savageview,PA,0,89,Electronics Item 89,Electronics,59.9,45,Store South Victoriaton #45,North James,GA,2025-02-01,5,299.5
1280,1160,Austin,Romero,ryan43@example.org,North Kimborough,GA,0,43,Clothing Item 43,Clothing,190.31,22,Store Riversland #22,Clarkview,CA,2024-08-26,4,761.24
1281,674,Lauren,Dougherty,lopeznicole@example.org,South Rachaelport,NY,1,79,Toys Item 79,Toys,83.87,11,Store Josephberg #11,Lake Xavierhaven,NC,2024-11-12,1,83.87
1282,1617,Briana,Wilson,boltondavid@example.net,West Kayleemouth,FL,0,14,Sports Item 14,Sports,174.43,3,Store Skinnerfurt #3,Finleyton,NC,2023-12-17,2,348.86
1283,8,Joseph,Schaefer,gabriellecameron@example.org,Port Antonio,NC,1,64,Toys Item 64,Toys,127.76,41,Store North Sarastad #41,Debraton,TX,2024-09-27,1,127.76
1284,956,Brittney,Booker,hsanchez@example.org,Burnsburgh,MI,0,29,Toys Item 29,Toys,187.81,40,Store Port Crystalstad #40,Port Scott,MI,2024-12-14,2,375.62
1285,1505,Katherine,Dodson,vincentmorris@example.net,Smithport,TX,0,28,Electronics Item 28,Electronics,69.46,50,Store North Justin #50,Vazquezbury,NY,2025-05-10,1,69.46
1286,770,Laurie,Campbell,manningamy@example.net,Davisview,GA,0,43,Clothing Item 43,Clothing,190.31,14,Store Lindaberg #14,Staceyburgh,NY,2023-09-17,3,570.93
1287,14,Eric,Smith,teresa28@example.org,Meaganhaven,FL,0,52,Books Item 52,Books,183.61,24,Store New Martinport #24,Port Matthewfurt,GA,2023-06-03,1,183.61
1288,62,Gary,Lawson,stricklandfrank@example.com,New Anthonyport,PA,1,2,Sports Item 2,Sports,11.3,36,Store Greenfort #36,North Tylerburgh,NY,2024-03-31,1,11.3
1289,902,Courtney,Weber,hmcmillan@example.org,North Michael,GA,0,15,Books Item 15,Books,166.85,13,Store Rebeccaland #13,Bakerborough,NY,2024-02-17,1,166.85
1290,1568,Andrew,Silva,georgeburch@example.com,New Christina,IL,0,81,Toys Item 81,Toys,28.07,24,Store New Martinport #24,Port Matthewfurt,GA,2023-06-29,2,56.14
1291,408,Brent,Walker,ppowell@example.org,Wallaceshire,NY,0,6,Sports Item 6,Sports,80.83,13,Store Rebeccaland #13,Bakerborough,NY,2024-01-16,5,404.15
1292,1814,Melanie,Aguilar,lopezgrant@example.org,North Mark,MI,0,37,Clothing Item 37,Clothing,106.52,17,Store Melindahaven #17,Sullivanstad,IL,2024-09-27,1,106.52
1293,1736,Kyle,Hahn,abigailrobinson@example.net,Debrahaven,IL,0,93,Clothing Item 93,Clothing,150.62,36,Store Greenfort #36,North Tylerburgh,NY,2023-11-18,1,150.62
1294,45,Richard,Phillips,jamesortega@example.com,New Ashley,GA,1,32,Toys Item 32,Toys,125.04,12,Store New Jessicaville #12,Hernandezbury,NY,2024-08-27,1,125.04
1295,43,Darrell,Lam,jonathanfletcher@example.org,West Ryan,PA,1,34,Sports Item 34,Sports,112.28,44,Store Jeremyshire #44,Port Samanthafurt,GA,2024-06-03,4,449.12
1296,1613,Tracy,Adams,christina81@example.net,Dillonmouth,TX,1,18,Sports Item 18,Sports,111.59,8,Store West Deborahfurt #8,South James,PA,2023-05-22,1,111.59
1297,625,Victoria,Townsend,donnabarber@example.org,New Jessica,OH,0,44,Sports Item 44,Sports,108.45,30,Store Kimberlyport #30,Lake Lisa,TX,2024-09-14,4,433.8
1298,763,Angela,Livingston,jbrown@example.org,East Barry,OH,1,31,Home Item 31,Home,121.39,43,Store Jacobmouth #43,North Ronald,PA,2024-10-01,1,121.39
1299,1637,Sierra,Swanson,gayfrancis@example.com,New Lisa,MI,1,22,Toys Item 22,Toys,19.52,40,Store Port Crystalstad #40,Port Scott,MI,2024-07-02,4,78.08
1300,134,Erika,Watkins,brandon69@example.org,East Kevinborough,MI,1,56,Home Item 56,Home,105.29,8,Store West Deborahfurt #8,South James,PA,2024-01-19,4,421.16
1301,268,Jennifer,Mccormick,colecarla@example.net,Fergusonchester,NC,0,19,Sports Item 19,Sports,43.31,13,Store Rebeccaland #13,Bakerborough,NY,2023-07-15,4,173.24
1302,1423,Corey,Meyer,rhonda99@example.net,Shermanborough,PA,0,25,Books Item 25,Books,59.43,24,Store New Martinport #24,Port Matthewfurt,GA,2023-09-29,2,118.86
1303,1303,Melissa,Martin,jennifer32@example.com,West David,PA,0,41,Clothing Item 41,Clothing,134.35,16,Store Port Austin #16,North Christian,MI,2023-10-07,2,268.7
1304,1203,Bernard,Macdonald,adamwall@example.org,Jamesshire,NY,0,6,Sports Item 6,Sports,80.83,13,Store Rebeccaland #13,Bakerborough,NY,2024-11-13,3,242.49
1305,305,Kristen,Leon,troyrodriguez@example.com,New Pamelatown,MI,0,69,Toys Item 69,Toys,156.17,21,Store Ritterview #21,Hugheshaven,MI,2023-07-23,1,156.17
1306,1630,Amanda,Lam,usmith@example.net,Kaylaton,NC,0,32,Toys Item 32,Toys,125.04,18,Store Mitchellmouth #18,Hendricksshire,FL,2023-10-21,1,125.04
1307,1984,Heather,Ellis,abigail14@example.com,Wuberg,NC,0,17,Toys Item 17,Toys,76.71,38,Store Chavezshire #38,Rossmouth,TX,2024-09-20,4,306.84
1308,167,Bryan,Parsons,mjohnson@example.org,North Leslie,GA,0,63,Toys Item 63,Toys,17.77,31,Store Knightbury #31,Pereztown,FL,2024-06-22,1,17.77
1309,343,Brenda,Rogers,derek26@example.net,Banksburgh,IL,1,85,Toys Item 85,Toys,170.41,33,Store East Sarah #33,West Jessicamouth,GA,2024-12-11,2,340.82
1310,1322,Jared,Sanchez,imarshall@example.org,Kristyland,FL,1,50,Clothing Item 50,Clothing,191.98,49,Store East Gary #49,Perezborough,MI,2025-02-20,3,575.94
1311,1063,Holly,Banks,wgutierrez@example.com,Millsmouth,FL,0,66,Books Item 66,Books,167.95,30,Store Kimberlyport #30,Lake Lisa,TX,2023-06-01,1,167.95
1312,766,William,Nelson,brandybonilla@example.net,South Samantha,PA,1,23,Clothing Item 23,Clothing,148.34,34,Store New Juanburgh #34,West Lisa,PA,2023-06-03,1,148.34
1313,1958,Amber,Rivera,griffinsean@example.com,South Michaelmouth,TX,0,89,Electronics Item 89,Electronics,59.9,32,Store New Debbieville #32,Bentleystad,MI,2023-11-28,2,119.8
1314,822,Hector,Smith,johnthornton@example.net,Millerside,TX,0,61,Electronics Item 61,Electronics,37.64,41,Store North Sarastad #41,Debraton,TX,2024-07-19,1,37.64
1315,425,Sara,Hughes,tammy00@example.net,Jamesmouth,GA,0,75,Clothing Item 75,Clothing,159.87,15,Store Elizabethstad #15,East John,FL,2024-06-19,2,319.74
1316,481,Patrick,Kramer,ericahall@example.com,Moseshaven,CA,0,26,Home Item 26,Home,30.36,26,Store Meganburgh #26,Port Sandratown,TX,2025-02-20,2,60.72
1317,1821,Michael,Wiggins,monicaduncan@example.org,Port Edwardshire,MI,0,28,Electronics Item 28,Electronics,69.46,25,Store West Kristin #25,Barbarafurt,NC,2025-02-19,1,69.46
1318,1726,Dawn,Thomas,traceyguerra@example.com,North Johnside,IL,0,74,Electronics Item 74,Electronics,19.28,24,Store New Martinport #24,Port Matthewfurt,GA,2023-10-22,1,19.28
1319,276,Ryan,Johnson,shannonjordan@example.org,East Joshua,CA,1,33,Toys Item 33,Toys,63.73,49,Store East Gary #49,Perezborough,MI,2024-10-29,2,127.46
1320,1063,Holly,Banks,wgutierrez@example.com,Millsmouth,FL,0,11,Toys Item 11,Toys,65.97,23,Store North Gregory #23,Mitchellside,NC,2025-02-23,1,65.97
1321,953,Stephen,Martin,scottolson@example.org,East Linda,MI,1,30,Electronics Item 30,Electronics,34.97,33,Store East Sarah #33,West Jessicamouth,GA,2023-08-30,2,69.94
1322,924,Terri,Miller,nancymartin@example.com,Heatherhaven,PA,1,80,Home Item 80,Home,8.29,30,Store Kimberlyport #30,Lake Lisa,TX,2023-06-19,1,8.29
1323,1648,Monica,Payne,craig60@example.com,Davismouth,TX,0,56,Home Item 56,Home,105.29,32,Store New Debbieville #32,Bentleystad,MI,2025-01-26,2,210.58
1324,51,Elizabeth,Travis,stephanie79@example.net,Rivasside,NY,0,41,Clothing Item 41,Clothing,134.35,12,Store New Jessicaville #12,Hernandezbury,NY,2024-09-10,1,134.35
1325,1322,Jared,Sanchez,imarshall@example.org,Kristyland,FL,1,57,Sports Item 57,Sports,91.88,5,Store Coxton #5,Biancaview,TX,2023-07-05,1,91.88
1326,604,Erik,Olson,petersonlisa@example.net,Muellerchester,FL,0,46,Toys Item 46,Toys,6.72,33,Store East Sarah #33,West Jessicamouth,GA,2023-09-15,4,26.88
1327,161,Chelsea,Henderson,john10@example.org,Fowlermouth,IL,0,66,Books Item 66,Books,167.95,18,Store Mitchellmouth #18,Hendricksshire,FL,2025-02-19,2,335.9
1328,147,Justin,Ortiz,erika05@example.org,Codyfurt,NY,0,30,Electronics Item 30,Electronics,34.97,24,Store New Martinport #24,Port Matthewfurt,GA,2023-08-26,1,34.97
1329,684,Adam,Rodgers,deborah47@example.com,Port Annette,GA,0,5,Clothing Item 5,Clothing,149.77,13,Store Rebeccaland #13,Bakerborough,NY,2023-07-13,2,299.54
1330,620,Robert,Yu,keith09@example.net,Jessicashire,FL,1,87,Electronics Item 87,Electronics,61.52,48,Store Lake Nathaniel #48,Margaretborough,IL,2025-05-07,1,61.52
1331,563,Frank,Perez,aduran@example.com,Walkerborough,FL,0,99,Sports Item 99,Sports,32.57,13,Store Rebeccaland #13,Bakerborough,NY,2025-02-02,2,65.14
1332,283,Robert,Larsen,kjackson@example.org,West Antonio,OH,1,91,Toys Item 91,Toys,11.01,49,Store East Gary #49,Perezborough,MI,2023-09-12,2,22.02
1333,1869,Michael,Maxwell,zcarpenter@example.net,Whiteton,TX,0,92,Clothing Item 92,Clothing,109.03,17,Store Melindahaven #17,Sullivanstad,IL,2024-12-28,3,327.09
1334,578,Michael,Johnson,marcus61@example.com,West Thomasville,FL,0,2,Sports Item 2,Sports,11.3,23,Store North Gregory #23,Mitchellside,NC,2023-06-29,3,33.9
1335,1684,Darrell,Neal,hallisabella@example.org,Fostershire,OH,0,52,Books Item 52,Books,183.61,38,Store Chavezshire #38,Rossmouth,TX,2024-02-14,4,734.44
1336,967,Charles,Scott,ksantos@example.com,Millerview,NY,0,97,Toys Item 97,Toys,131.35,42,Store North Samanthafort #42,Lake David,FL,2024-12-02,2,262.7
1337,1949,Susan,Scott,wileyaudrey@example.com,Hollybury,TX,1,66,Books Item 66,Books,167.95,10,Store Javierchester #10,Port Joanne,OH,2023-12-16,5,839.75
1338,1482,Shannon,Thomas,bbarnes@example.org,Patrickberg,PA,0,51,Toys Item 51,Toys,177.7,48,Store Lake Nathaniel #48,Margaretborough,IL,2024-06-01,1,177.7
1339,1057,Patty,Patterson,franklin56@example.com,Nicholsburgh,TX,0,27,Sports Item 27,Sports,169.97,38,Store Chavezshire #38,Rossmouth,TX,2024-09-26,2,339.94
1340,1480,Shannon,Harmon,twood@example.com,Amyborough,NY,0,71,Electronics Item 71,Electronics,150.64,30,Store Kimberlyport #30,Lake Lisa,TX,2025-04-08,3,451.92
1341,642,Tom,Mcclure,imoss@example.org,North Jennifer,TX,1,44,Sports Item 44,Sports,108.45,13,Store Rebeccaland #13,Bakerborough,NY,2025-03-17,3,325.35
1342,1430,Donna,Herman,tracey63@example.com,Williamsberg,NY,0,55,Electronics Item 55,Electronics,182.71,27,Store Bergview #27,East Micheal,IL,2023-07-27,3,548.13
1343,1747,Joseph,Huang,sramos@example.com,North Jennifer,CA,0,27,Sports Item 27,Sports,169.97,36,Store Greenfort #36,North Tylerburgh,NY,2024-11-03,2,339.94
1344,1183,Nancy,Thomas,catherine55@example.com,Thomasport,NC,1,4,Toys Item 4,Toys,149.2,9,Store South Dennis #9,North Kennethberg,FL,2024-02-14,1,149.2
1345,20,Crystal,Perez,heathchad@example.org,Elizabethborough,OH,1,40,Electronics Item 40,Electronics,73.13,32,Store New Debbieville #32,Bentleystad,MI,2024-06-22,4,292.52
1346,696,Ryan,Scott,hmccann@example.com,Port Jordanshire,NC,0,85,Toys Item 85,Toys,170.41,15,Store Elizabethstad #15,East John,FL,2023-08-28,3,511.23
1347,1542,Kevin,Walker,cperez@example.net,North Frankberg,PA,0,54,Sports Item 54,Sports,146.18,26,Store Meganburgh #26,Port Sandratown,TX,2025-03-06,2,292.36
1348,1102,Taylor,Cruz,ngarcia@example.net,Kathleenport,FL,0,98,Electronics Item 98,Electronics,112.94,20,Store Staceystad #20,South Nathan,NY,2024-04-03,3,338.82
1349,1163,Samantha,Allen,chapmanjeremy@example.net,Port Alexisbury,NC,0,42,Home Item 42,Home,75.36,3,Store Skinnerfurt #3,Finleyton,NC,2024-06-26,2,150.72
1350,1952,Sara,Madden,lindashepherd@example.org,Port Jessica,IL,0,18,Sports Item 18,Sports,111.59,22,Store Riversland #22,Clarkview,CA,2024-03-20,1,111.59
1351,1235,Jennifer,Stone,thomas35@example.net,East Alice,NC,0,73,Toys Item 73,Toys,69.68,39,Store Lopezmouth #39,North Joshuaton,IL,2024-06-20,2,139.36
1352,781,Ryan,Smith,kwilson@example.net,Stevensfurt,TX,0,74,Electronics Item 74,Electronics,19.28,14,Store Lindaberg #14,Staceyburgh,NY,2024-05-22,4,77.12
1353,792,James,Obrien,leonsherry@example.com,Jimmyside,NC,0,51,Toys Item 51,Toys,177.7,13,Store Rebeccaland #13,Bakerborough,NY,2024-03-07,1,177.7
1354,1167,Kelly,Valdez,luis88@example.org,West Rachelfort,CA,0,61,Electronics Item 61,Electronics,37.64,29,Store East Laura #29,South Lisa,IL,2023-12-18,1,37.64
1355,191,Lisa,Peck,james27@example.net,Jimenezport,FL,0,82,Electronics Item 82,Electronics,130.08,11,Store Josephberg #11,Lake Xavierhaven,NC,2025-03-25,4,520.32
1356,364,Natalie,Baker,earmstrong@example.org,West Richard,TX,0,14,Sports Item 14,Sports,174.43,3,Store Skinnerfurt #3,Finleyton,NC,2023-05-07,2,348.86
1357,55,Steven,Brown,xprice@example.net,Port Nicoleshire,OH,0,89,Electronics Item 89,Electronics,59.9,12,Store New Jessicaville #12,Hernandezbury,NY,2023-07-20,2,119.8
1358,1973,Roy,Sloan,jonespaul@example.com,Bakerbury,NY,1,26,Home Item 26,Home,30.36,25,Store West Kristin #25,Barbarafurt,NC,2024-12-14,1,30.36
1359,597,David,Ruiz,rodriguezbrian@example.com,Whiteshire,PA,0,37,Clothing Item 37,Clothing,106.52,43,Store Jacobmouth #43,North Ronald,PA,2024-07-26,1,106.52
1360,118,Mark,Hernandez,ramireztracey@example.org,Laurenville,OH,0,68,Toys Item 68,Toys,176.33,24,Store New Martinport #24,Port Matthewfurt,GA,2023-07-25,1,176.33
1361,670,Pamela,Rodriguez,steven05@example.com,Lake Angelica,MI,0,67,Clothing Item 67,Clothing,109.86,27,Store Bergview #27,East Micheal,IL,2024-06-16,1,109.86
1362,227,David,Haney,urice@example.org,Port Andrewport,FL,0,51,Toys Item 51,Toys,177.7,9,Store South Dennis #9,North Kennethberg,FL,2024-01-09,1,177.7
1363,1522,Latoya,Baldwin,mitchellchristopher@example.com,Hooverside,NC,0,69,Toys Item 69,Toys,156.17,5,Store Coxton #5,Biancaview,TX,2023-11-20,2,312.34
1364,1773,Jennifer,Alvarado,isimpson@example.com,Weavershire,FL,1,50,Clothing Item 50,Clothing,191.98,14,Store Lindaberg #14,Staceyburgh,NY,2024-07-06,5,959.9
1365,635,Gregory,Jones,chelseywhite@example.com,East Amberchester,NC,1,17,Toys Item 17,Toys,76.71,28,Store West Hunterville #28,Brianview,TX,2024-06-21,4,306.84
1366,326,Jesus,Harding,kimberlyrichards@example.org,East Shannonmouth,PA,0,91,Toys Item 91,Toys,11.01,39,Store Lopezmouth #39,North Joshuaton,IL,2023-06-15,2,22.02
1367,1204,Ronald,Wallace,mariahphillips@example.org,South Pamelafort,PA,1,74,Electronics Item 74,Electronics,19.28,13,Store Rebeccaland #13,Bakerborough,NY,2024-02-27,4,77.12
1368,940,Ethan,Hickman,omiranda@example.net,Elizabethville,PA,0,65,Clothing Item 65,Clothing,173.67,18,Store Mitchellmouth #18,Hendricksshire,FL,2023-12-27,3,521.01
